,Stock Code,Investment2019,Market Value of Equity,Total Market Value,Stock Return,Total Investment Expenditure,Amortization and Depreciation,Book Value,Operating Income after Depreciation,Annual Dividends,Leverage,Cash,Age,Size
3066,300547,11398.50426,1518585.7,2075792.09,0.045902,23538.07835,9870.80705,774478.707,132435.8589,30857.55512,1.18645,96877.21684,0.0,5.67985378
3067,601163,63297.936,12240000.0,12240000.0,0.089744,154224.0,122400.0,1958400.0,406368.0,83711.808,0.18451,505512.0,1.230448921,5.451768244
3068,300758,17678.85101,987160.0,3947160.0,0.100535,14017.672,5922.96,414607.2,87482.1192,22132.97616,0.48929,182753.508,1.113943352,5.507888975
3071,688268,12457.95962,1193908.69,5262000.0,0.0,17669.84861,12088.32549,573076.1712,112896.0057,25514.49729,0.13463,67827.18,1.041392685,5.208525141
3074,300575,13065.54043,1784653.9,3650629.5,-0.069024,28375.99701,16731.13031,285544.624,48685.35839,10467.35205,0.22416,76480.68803,1.204119983,5.704401393
3077,300673,5502.62252,1302380.45,4088869.23,0.163052,19014.75457,7000.294919,403737.9395,65405.5462,11445.97058,0.87328,16273.69954,1.301029996,6.034093076
3082,300202,60314.57644,4734816.35,6126969.6,-0.083059,72916.17179,38470.38284,852266.943,196873.6638,43312.20604,0.63802,63475.40506,1.079181246,5.983867619
3083,300696,10623.90712,1103591.46,2674848.0,-0.018373,15818.14426,8828.73168,518687.9862,118520.2048,30696.73306,0.72085,141820.441,0.0,4.963422477
3084,603809,49568.96673,1097783.06,1994558.33,0.067114,7410.035655,6586.69836,439113.224,88042.20141,24035.52099,0.40089,95419.67051,1.0,5.95
3085,300173,44227.40255,3244857.12,4326012.11,0.662162,43264.7616,17846.71416,1330391.419,387809.0987,73295.91965,0.41079,60996.77075,0.602059991,5.071993822
3087,603757,2795.737434,759010.0,2544201.52,-0.017132,11157.447,7969.605,394685.2,86436.0588,18843.06082,0.97812,40783.55037,1.113943352,4.599704638
3089,2933,88974.2723,1866729.74,4576650.0,0.059207,12040.40682,13067.10818,1045368.654,287999.0643,74591.75765,0.98989,190709.0055,1.041392685,4.83
3090,2809,12211.22885,1434442.4,2290800.0,0.163315,19364.9724,8068.7385,243855.208,72059.21396,13835.36908,1.27744,19815.42,1.462397998,5.878061336
3092,2324,31506.45484,4116957.06,7087873.07,0.052549,66694.70437,34479.51538,1893800.248,338990.2443,86781.50255,0.93165,382886.9032,1.342422681,6.710210285
3093,2347,22100.04556,1428655.18,2016058.68,0.048837,25715.79324,10893.49575,785760.349,232585.0633,54192.31975,1.12042,100339.2405,1.113943352,5.75251164
3094,601890,52336.90782,5487768.0,5487768.0,0.047619,36219.2688,30182.724,3292660.8,831396.852,126372.3215,0.70378,211772.9671,1.041392685,5.75
3095,601218,36187.52984,2775702.4,2816598.4,0.017921,19568.70192,18735.9912,860467.744,137244.6052,37879.51103,0.37322,91905.60579,1.204119983,4.49
3098,603995,17509.4684,1566317.2,6264997.2,0.0,25844.2338,12922.1169,924127.148,189908.1289,39310.98269,0.85601,57637.97424,1.51851394,4.771897901
3102,300095,55419.18761,1635633.78,2249542.47,0.068345,10468.05619,14311.79558,474333.7962,126172.7898,24099.00285,0.75678,78554.02305,1.0,6.08
3105,603619,27427.2165,1997903.3,5576001.39,-0.026536,31966.4528,9989.5165,479496.792,129943.6306,28847.486,0.47927,244563.421,0.954242509,5.982428028
3108,300192,52952.86476,2416545.93,3400551.0,-0.06158,38664.73488,14801.34382,700798.3197,108273.3404,24794.59495,1.09732,110857.9626,1.477121255,4.870196298
3110,603197,15492.34052,3102604.91,5236437.67,0.187571,38524.01097,24045.18805,930781.473,271322.7994,64574.82625,0.87133,215269.9526,0.477121255,5.522332582
3111,300004,21502.20241,2682569.44,3283156.21,0.183391,36751.20133,25819.73086,1609541.664,266379.1454,68725.81951,0.36965,51414.22625,1.204119983,6.732516693
3112,2292,128878.566,8078059.06,13476594.08,0.197829,135711.3922,78761.07584,2908101.262,856435.8215,214965.3912,1.15788,46089.95175,0.477121255,6.442399896
3115,2687,36051.43421,1806654.75,2152500.0,0.124314,27461.1522,10839.9285,469730.235,114849.0425,18031.29967,0.70779,96754.875,0.903089987,4.921383099
3116,300321,27032.1796,1328013.5,1425240.0,0.115358,21779.4214,7802.079313,278882.835,74740.59978,18236.70635,0.4942,73756.17,1.380211242,5.063785033
3117,2341,42477.65432,4924731.31,6544578.88,0.105058,73870.96965,48631.72169,2511612.968,475950.6575,80911.61177,0.71369,307987.8821,1.079181246,5.696210856
3118,2476,53461.56187,3686089.1,3904560.0,-0.082014,59346.03451,22116.5346,1400713.858,381694.5263,82827.71221,1.27726,139197.564,1.230448921,5.97469568
3119,2632,45976.04306,4266057.02,4615787.28,0.173016,52899.10705,32528.68478,1151835.395,310419.6391,50908.82081,1.26845,141104.6171,1.380211242,5.846665051
3120,300019,48786.10796,2757188.56,3348727.74,0.249383,48802.23751,24125.3999,1075303.538,240330.3408,40135.16692,1.15484,9744.797723,0.903089987,4.966615532
3121,300132,15312.61828,4256697.6,5697887.17,0.212088,60870.77568,34053.5808,1319576.256,250059.7005,52012.41771,1.1865,170993.594,0.84509804,5.783289464
3122,2318,38984.97715,7670433.28,7893584.0,0.089431,119658.7592,78621.94112,2684651.648,518137.7681,138860.9218,0.53907,263961.449,1.113943352,5.615450052
3123,2514,36603.49374,2352152.64,3213398.73,0.135029,42103.53226,24403.58364,1387770.058,267145.7361,60374.93636,1.14196,55591.79803,1.301029996,5.722229311
3124,601100,852578.5155,43879500.0,43879500.0,0.140532,283022.775,307156.5,22817340.0,3502461.69,959674.5031,0.76724,1415113.875,1.204119983,6.12
3143,300742,2857.90322,949863.97,1735603.38,0.088626,10211.03768,6767.780786,503427.9041,117298.7017,25923.01307,0.34551,63175.96303,0.301029996,5.195372721
3146,2812,450610.9747,21503539.68,40671223.89,0.22276,348357.3428,107517.6984,12041982.22,2492690.32,615694.509,0.98483,1934323.408,1.278753601,5.439409257
3147,603801,23532.40192,2668072.78,5201433.95,0.260281,33350.90975,17008.96397,1173952.023,234203.4286,56208.82287,0.27084,198070.6048,1.255272505,6.498383932
3155,688198,50543.00059,823552.29,4046400.0,0.0,6176.642175,5558.977958,444718.2366,73378.50904,11226.91188,0.16057,91124.928,1.380211242,5.71
3160,300595,67719.43628,11845965.53,19151548.72,-0.026132,146100.2415,97729.21562,4264547.591,680195.3407,122435.1613,0.50516,998178.7193,0.301029996,6.63847131
3161,2696,10156.86486,1097446.23,2096321.46,0.132076,13169.35476,7682.12361,647493.2757,121404.9892,18574.96335,0.72703,112886.9106,1.491361694,4.690058502
3162,688089,13244.54741,952146.44,4466400.0,0.0,14377.41124,6903.06169,209472.2168,38333.41567,10503.35589,0.33524,145381.32,1.342422681,6.985964514
3163,603218,25956.89983,2751916.27,11036077.19,0.144983,39627.59429,20639.37203,1513553.949,417740.8898,91485.25486,0.87772,401271.7666,1.204119983,5.13655024
3166,2360,7820.011954,1598563.33,2110252.91,0.056863,20941.17962,9591.37998,847238.5649,142759.6982,37831.32002,0.37207,26272.64873,0.698970004,5.650965749
3169,300189,30071.31167,3451850.3,3696640.0,-0.092965,44183.68384,20279.62051,1622369.641,245789.0006,42029.9191,0.97962,189563.6992,1.079181246,5.684746192
3170,2458,75504.31564,10077420.28,16273630.24,-0.014256,173331.6288,84398.39485,3124000.287,488906.0449,86536.36994,0.74371,52401.08937,1.079181246,6.548185692
3171,2548,13413.08398,3526232.71,3834690.05,0.010262,57477.59317,35703.10619,1868903.336,555998.7425,83955.81012,1.04295,24580.36322,1.51851394,6.601429186
3172,300174,17245.66401,3845187.07,3892320.0,-0.046191,49218.3945,19225.93535,2153304.759,346682.0662,93257.47582,0.46775,147830.3136,1.342422681,5.624990485
3173,2342,13133.97588,2766765.86,3014400.0,0.039735,37074.66252,21096.58968,581020.8306,138573.4681,30347.58951,1.24571,139868.16,0.954242509,5.89957979
3174,2595,69145.12091,9961272.1,15120000.0,-0.001057,61759.88702,69728.9047,2988381.63,688821.9657,152918.4764,0.8548,152409.6,0.903089987,4.29
3184,2714,779244.4142,103617071.4,191954907.6,0.022926,1512809.242,686463.098,27976609.28,7120047.061,1495209.883,0.27106,1679605.442,0.84509804,6.227425609
3186,603078,9918.496663,2127359.95,3732456.0,0.136303,35952.38316,17550.71959,765849.582,127513.9554,28435.61205,0.642,195095.4751,1.477121255,5.757424883
3190,688001,7184.300625,1605131.4,17756280.0,0.388088,17388.9235,8627.581275,272872.338,79405.85036,18422.15728,0.83382,269185.2048,0.602059991,6.259937518
3193,300765,13034.9625,1785000.0,7140000.0,0.059976,24276.0,12941.25,571200.0,86251.2,14921.4576,0.58194,175001.4,1.477121255,5.248075424
3196,603816,100201.2346,26744756.11,27520882.01,0.18257,438614.0002,257418.2776,6686189.028,1103221.19,296766.5,0.64945,77884.09609,1.255272505,5.921868995
3198,300179,33198.84309,2009785.52,2990700.0,0.181102,33764.39674,11807.48993,723522.7872,128787.0561,19446.84547,1.17521,114184.926,1.414973348,5.931407231
3199,688310,3719.751863,551074.35,2421892.0,0.0,8128.346663,5372.974913,292069.4055,69950.62262,14829.53199,0.79707,121385.227,0.477121255,5.757905274
3200,300293,1589.465641,2162700.0,2162700.0,0.070856,16003.98,10813.5,973215.0,266660.91,49865.59017,0.26069,35381.772,1.447158031,4.23
3204,603208,13868.27921,1570386.47,4118386.47,0.002755,20415.02411,14329.77654,235557.9705,70549.61216,11429.03717,0.70495,204642.6237,1.477121255,6.294050243
3207,300507,8880.522227,1865655.93,3150744.32,0.172951,22387.87116,15858.07541,970141.0836,176080.6067,37505.16922,1.18975,141941.0316,0.602059991,4.924501977
3208,603730,2641.657,2200616.73,12101960.45,0.117647,26224.01603,22281.24439,814228.1901,244268.457,58380.16123,0.97288,514091.2799,0.0,5.166046755
3209,603639,27762.65735,1363184.88,4225704.0,0.023839,21402.00262,8349.50739,313532.5224,78539.89686,18221.25607,1.26598,175747.0294,1.230448921,5.314426143
3210,300228,8659.23461,2102220.29,2401527.54,0.043121,13664.43189,13138.87681,1072132.348,161355.9184,36143.72571,0.30674,31411.98022,1.301029996,4.68
3212,2069,16661.51844,1845824.39,1905780.68,-0.018315,27318.20097,16150.96341,1107494.634,285179.8683,65021.00996,0.88554,20315.62205,1.230448921,5.829706411
3213,300268,1432.888012,1366216.64,1863940.0,0.005058,16804.46467,14857.60596,778743.4848,116811.5227,18689.84364,1.2317,78490.5134,1.079181246,5.484139282
3214,2395,88214.66426,4613194.8,4613194.8,0.033654,80269.58952,28832.4675,2721784.932,669559.0933,168059.3324,1.14223,98583.97288,1.230448921,5.35760104
3215,2643,24973.52213,13809733.54,13809733.54,0.182101,183669.4561,138097.3354,5523893.416,1422402.555,251765.2522,0.87939,387086.8311,1.361727836,5.52862999
3216,601216,278438.5691,26410994.43,26410994.43,0.036424,419934.8114,221192.0784,12413167.38,2805375.828,563880.5415,0.98916,762221.2992,0.903089987,6.087792491
3217,2457,15213.3265,2651941.5,2716785.12,0.041078,32618.88045,22872.99544,1538126.07,289936.7642,60596.78372,0.34891,40208.41978,1.397940009,5.418730915
3218,300185,24206.5576,4871760.02,5849261.63,0.046784,70640.52029,52371.42022,1071787.204,264195.5459,71861.18848,0.44815,286145.8789,1.342422681,5.595286604
3219,2667,2078.109641,1149234.3,1620235.32,0.055723,7814.79324,7182.714375,344770.29,60162.41561,12934.91936,1.1924,8927.496613,1.342422681,5.15
3220,300030,12738.50411,1820121.4,2201714.16,0.103715,13013.86801,13195.88015,891859.486,233667.1853,40891.75743,0.32914,29547.00403,1.491361694,4.63
3221,300246,10742.76126,1668029.83,2261442.24,0.10335,11426.00434,12510.22373,617171.0371,182682.627,27767.7593,0.39331,31818.49232,1.113943352,6.24
3222,300258,18675.65733,4215043.97,4531950.0,0.157187,28662.299,35827.87375,2318274.184,395265.7483,62451.98823,1.0193,22342.5135,1.079181246,4.98
3223,2535,142901.3167,1576971.4,2220662.11,0.049242,11827.2855,10644.55695,583479.418,155205.5252,27781.78901,0.7478,89426.06317,1.447158031,4.81
3224,300281,12537.71026,1794636.64,2521919.95,0.065487,12652.18831,13908.43396,502498.2592,112810.8592,27751.47136,1.00244,22722.49875,1.462397998,4.77
3225,2651,11183.09253,2556622.41,4934875.0,0.061269,31744.72826,25566.2241,1201612.533,266157.176,63345.40789,0.16879,252221.4613,0.301029996,5.796332772
3247,2303,67121.6903,8128326.76,8131328.77,0.10625,138181.5549,70106.81831,3820313.577,798445.5376,142921.7512,0.14573,327042.0431,1.361727836,6.168544944
3248,2719,33153.0922,1900380.74,2044397.23,0.193089,33256.66295,13777.76037,722144.6812,137929.6341,36551.35304,0.37606,41194.60418,1.204119983,5.94001061
3249,603810,15612.28792,1185749.39,2492480.55,0.030209,17311.94109,7114.49634,343867.3231,96970.58511,21721.41107,0.26549,58348.96968,1.477121255,5.63180329
3251,603001,21237.9057,3608820.0,3608820.0,0.028571,55936.71,37892.61,1804410.0,356370.975,98002.01813,0.55552,197546.8068,1.204119983,5.625189346
3252,300276,51845.29238,2866512.63,6321594.8,0.077236,19062.30899,23648.7292,773958.4101,222900.0221,48815.10484,1.18142,102536.2677,1.431363764,4.08
3253,688003,6177.457392,1296196.69,5680224.0,0.178313,17390.63892,10207.54893,661060.3119,153365.9924,34047.2503,1.21404,92133.23328,0.477121255,5.344925111
3259,688022,3485.536768,1073711.75,4747680.0,0.095713,15568.82038,8992.335906,322113.525,55725.63983,8581.748533,1.04869,246689.4528,0.0,6.86458483
3267,2237,90466.08955,11957517.0,12782016.0,0.115171,150664.7142,70250.41238,5380882.65,973939.7597,270755.2532,0.4522,405317.7274,1.113943352,5.742128749
3268,2554,13486.44042,2340359.81,3255262.4,0.016722,28552.38968,21355.78327,959547.5221,223574.5726,62153.7312,0.72627,164781.3827,1.51851394,5.347964954
3269,2568,119437.08,9164626.62,13655215.62,-0.009053,116390.7581,59570.07303,4582313.31,1232642.28,330348.1311,0.28845,263818.7658,0.84509804,6.161536091
3270,2762,5477.56706,1064390.63,1982540.0,0.115538,14049.95632,11176.10162,372536.7205,85124.64063,19238.16878,0.40899,19944.3524,0.77815125,5.699345182
3271,2538,22784.47449,3324683.92,3418252.55,0.053097,54857.28468,23688.37293,1529354.603,257696.2506,49735.37637,0.71975,185508.5659,0.84509804,5.940247078
3272,300285,391734.1728,16162050.87,22012343.2,0.049128,253744.1987,82830.51071,6303199.839,961237.9755,182635.2153,1.01824,899864.59,1.342422681,6.005171908
3273,2534,60047.5177,5634019.22,5707132.36,0.014455,83946.88638,55635.9398,2535308.649,574247.409,132651.1515,0.44557,148442.5127,0.903089987,6.382888501
3274,300161,7661.755449,2361095.67,2429083.65,0.005722,28333.14804,16527.66969,1180547.835,193609.8449,49370.51046,1.19943,26889.95601,1.322219295,5.657567531
3275,2073,78037.86842,3860362.86,4371057.63,0.103774,23355.1953,27022.54002,1544145.144,256328.0939,56135.85256,0.6431,60888.83279,0.77815125,6.0
3287,300786,5349.087734,712222.5,2848890.0,0.028731,10089.81875,4896.529688,292011.225,81763.143,18069.6546,0.59916,73529.8509,0.0,6.057557924
3291,2832,69305.42414,5213952.75,8005935.51,0.053977,63610.22355,32587.20469,3128371.65,603775.7285,97207.89228,0.36966,225527.2033,1.361727836,5.079437352
3292,688021,7389.642089,660853.62,2806166.94,0.252069,4493.804616,6112.895985,158604.8688,38540.98312,9982.114628,1.15066,11757.83948,0.903089987,6.06
3298,300193,16628.71543,4149735.27,4592525.87,0.146835,52701.63793,21267.39326,995936.4648,277866.2737,68910.83587,0.25051,104066.6362,1.230448921,6.13409202
3299,2485,53138.03914,3748160.0,3748160.0,0.12766,60345.376,30922.32,749632.0,196403.584,52636.16051,0.94708,94865.9296,1.361727836,5.823305048
3300,2406,49821.70708,2498367.69,3371610.0,0.164729,15489.87968,19986.94152,1449053.26,428919.765,105085.3424,0.9261,54889.8108,1.230448921,4.82
3305,603225,7819.357032,2058050.49,17284653.64,0.051959,34575.24823,22124.04277,782059.1862,186912.1455,33457.27404,0.56202,313370.7705,0.301029996,4.782069606
3306,688028,8277.464139,1154860.71,5089600.0,0.095009,16841.71869,10971.17675,531235.9266,88185.16382,19224.36571,0.68774,10586.368,0.301029996,4.702516578
3309,603585,51015.60306,3783600.0,3783600.0,0.072996,58267.44,24120.45,1778292.0,361882.422,72738.36682,1.07246,148922.496,0.903089987,6.366050643
3311,603786,21730.33787,2091215.0,20865215.0,0.113365,24048.9725,10717.47688,627364.5,109788.7875,25800.36506,0.55714,136458.5061,0.602059991,6.12210335
3314,2749,27858.49363,2932673.67,4595525.37,0.143652,42230.50085,30059.90512,938455.5744,165168.1811,42448.22254,0.42252,40946.13105,1.113943352,5.203919837
3315,603985,7155.438152,1453670.4,2271360.0,0.104034,23549.46048,9267.1488,436101.12,65415.168,11970.97574,1.18612,82336.8,0.84509804,5.845737033
3316,688037,681999.7944,1296041.67,6156360.0,0.0,8618.677106,9396.302108,764664.5853,151021.2556,31110.37865,0.46877,192139.9956,1.462397998,4.29
3318,2567,81522.79872,6951451.4,7495674.36,0.011287,118869.8189,39101.91413,1598833.822,248618.6593,51712.68114,0.97307,368712.2218,1.322219295,4.9274614
3319,601233,60449.27941,27700437.35,27700437.35,0.171094,346255.4669,297779.7015,12188192.43,2248721.504,472231.5159,0.29713,309413.8852,0.602059991,5.759682427
3320,601137,66052.03195,6919341.29,7707700.53,0.164426,118320.7361,58814.40097,1868222.148,376446.7629,60607.92882,0.73802,376906.5559,1.301029996,6.343580764
3321,300260,8535.772504,1491029.74,2376833.8,0.116698,24751.09368,8014.284853,670963.383,140231.347,29729.04557,0.81636,72445.89422,1.079181246,5.959955958
3322,2645,41096.29622,3354445.19,3925167.2,0.070707,21468.44922,25996.95022,1106966.913,268992.9598,64558.31035,0.70176,56247.64598,1.230448921,4.51
3330,2367,30035.72394,4168039.18,6341338.86,0.188341,59602.96027,45327.42608,708566.6606,197690.0983,30839.65534,0.55233,181996.4253,1.414973348,6.014029227
3331,2293,30234.42731,7060324.43,7546967.86,0.053364,113671.2233,47657.1899,1129651.909,287496.4108,64111.69961,0.19937,343839.8557,1.278753601,5.461874192
3332,603806,384670.8614,25398360.0,25398360.0,0.187683,408913.596,130166.595,7873491.6,2310869.785,575406.5764,1.181,184392.0936,0.602059991,4.508778699
3333,688300,5918.8588,888384.06,3907491.03,0.445611,10660.60872,5108.208345,408656.6676,79892.37852,14620.30527,0.69723,150555.6294,1.361727836,4.526528513
3340,603587,12570.51096,2411100.0,10177380.0,0.110236,42676.47,22001.2875,626886.0,120362.112,30090.528,1.0428,319773.2796,1.361727836,5.742176181
3343,2656,21650.35003,1892976.43,2800202.99,0.097765,29530.43231,14197.32323,1097926.329,271187.8034,48813.80461,0.4238,28478.06441,1.278753601,5.704962834
3346,603180,17740.73708,1229851.93,4488676.53,0.103802,15004.19355,6764.185615,737911.158,156437.1655,38796.41704,0.25631,70292.67446,0.84509804,5.645484944
3349,2311,614198.7391,55925730.18,56892869.78,0.172638,715849.3463,279628.6509,19014748.26,3974082.387,906090.7841,0.57188,312341.8551,1.230448921,6.016330204
3350,300225,48318.47764,2755407.28,2765599.2,0.006849,47117.46449,18943.42505,468419.2376,78928.64154,15706.79967,1.07678,8573.35752,1.414973348,5.871470001
3351,600608,7709.905823,1445406.34,1493030.94,0.013393,17778.49798,12105.2781,563708.4726,146282.3486,34961.48132,1.16935,49449.18473,1.079181246,6.549593029
3352,2472,15186.15579,3113959.11,3844677.43,0.070746,48577.76212,28804.12177,1432421.191,286484.2381,77923.71277,0.45212,31026.54686,1.51851394,5.034300847
3368,300091,22700.67471,3417746.87,5068689.9,0.05102,41696.51181,31186.94019,1572163.56,341945.5743,90957.52278,0.74911,186983.9704,1.397940009,5.360200776
3375,2312,75706.74101,5677742.98,5801766.2,0.009592,83462.82181,49680.25108,2895648.92,521216.8056,90170.50736,0.81108,33360.15565,1.380211242,5.57681379
3376,2783,12238.85453,3657019.14,4354321.28,0.168986,44615.63351,20570.73266,1755369.187,277348.3316,74884.04953,0.20575,155057.3808,0.698970004,5.644377701
3377,300473,104509.7891,4612988.39,4761885.59,0.117254,79343.40031,28831.17744,2029714.892,380571.5422,82584.02465,0.71498,41952.21205,1.176091259,5.553345119
3378,2571,19099.84023,1452155.65,2002868.08,0.128035,22944.05927,13976.99813,580862.26,157123.2413,36452.59199,0.57893,34068.78604,1.462397998,4.912554967
3383,2408,139780.1328,12434710.3,12692746.16,-0.013793,151703.4657,88597.31089,4227801.502,881496.6132,139276.4649,0.23783,348415.8821,0.0,5.966882581
3384,300123,31832.0467,4388609.38,7647917.95,0.151745,63269.11856,38400.33208,1404355.002,247166.4803,47703.13069,0.69553,426218.4674,0.0,5.605335465
3386,300049,89266.03085,1732983.33,1999203.56,0.051176,11264.39165,16030.0958,849161.8317,142234.6068,38403.34384,0.37118,83446.75659,1.505149978,4.18
3388,300037,69425.76094,9078526.39,13765641.71,0.216198,139809.3064,98728.97449,4630048.459,835723.7468,157951.7882,1.2009,146466.4278,0.954242509,5.319729416
3389,2702,8711.331984,1374178.85,2072075.6,0.061576,18826.25025,14944.19499,425995.4435,78596.15933,15876.42418,0.15505,54101.89392,0.0,6.083439483
3390,2444,137140.8415,10865394.91,11548160.3,0.111093,183625.174,62476.02073,5324043.506,1482746.116,323238.6534,1.25593,555697.4736,1.113943352,4.638190059
3391,2122,37988.8158,2316599.56,2316600.0,0.020942,39613.85248,14768.3222,370655.9296,84509.55195,14789.17159,1.27998,98826.156,1.0,6.387856021
3392,2483,25558.36047,2846015.82,2851178.5,0.046913,37852.01041,26681.39831,597663.3222,99809.77481,19363.09631,1.14042,36438.06123,1.079181246,6.028992871
3393,300003,472991.0273,50124460.44,58937078.63,0.025101,370921.0073,438589.0289,25062230.22,4511201.44,793971.4534,1.00947,1738054.449,1.255272505,6.26
3394,300298,47393.31183,6592020.24,8474067.86,0.08702,40211.32346,39552.12144,1648005.06,271096.8324,48797.42983,0.97951,145160.7824,1.342422681,4.67
3397,688012,8255.665321,4474615.35,49421270.7,0.383026,54814.03804,48102.11501,2192561.522,656672.1757,154974.6335,1.00815,847574.7925,0.477121255,3.242648469
3398,300326,265209.7278,9546905.03,9787562.12,0.029635,57758.77543,73988.51398,4105169.163,1046818.137,173771.8107,0.3447,465202.8276,1.079181246,5.45
3400,2884,27467.16521,1581708.86,2909570.62,0.102995,23725.6329,10281.10759,427061.3922,111249.4927,19246.16223,1.14586,96743.22312,1.041392685,4.604229521
3402,300761,21420.95155,2452032.0,23990472.0,0.038643,30405.1968,20842.272,980812.8,244712.7936,48453.13313,0.45704,365854.698,1.431363764,6.288721613
3407,300396,15918.08029,4232646.11,4673187.9,0.036742,27088.9351,29628.52277,2370281.822,662493.7691,111298.9532,0.5466,35516.22804,1.431363764,5.31
3408,603338,471074.4301,24794441.67,24794441.67,0.102035,151246.0942,185958.3125,5702721.584,1169057.925,259530.8593,0.95168,1153933.315,1.204119983,6.13
3409,601101,73549.11269,5867991.55,5867991.55,-0.077358,93301.06565,51344.92606,2699276.113,431884.1781,90695.6774,0.84396,72117.61615,1.361727836,7.236155196
3413,603978,18410.81601,1964700.56,4129600.0,-0.043365,34578.72986,21120.53102,412587.1176,87674.76249,23935.21016,0.49755,222998.4,1.491361694,5.394402599
3415,2695,88540.19232,7504805.33,8419405.69,0.068404,103566.3136,63790.84531,2251441.599,568489.0037,92095.21861,0.63294,30394.05454,1.462397998,4.949618266
3416,300138,42563.49008,3031441.87,3828769.15,0.126506,48806.21411,27661.90706,1091319.073,258642.6203,38796.39305,0.84841,162760.9766,0.77815125,5.476630568
3417,2650,19452.41754,3388288.35,4124160.0,-0.01105,42014.77554,30918.13119,1152018.039,264964.149,52462.9015,0.39346,56583.4752,1.447158031,5.996302544
3418,2327,15468.26784,3460578.73,5899466.72,0.061162,48102.04435,22061.1894,1141990.981,308337.5648,59509.15001,0.38996,116219.4944,0.84509804,5.186262789
3419,2522,16183.35836,5250842.25,5561485.44,0.096429,63535.19123,56446.55419,1627761.098,288927.5948,45072.70479,0.53463,53445.87508,1.491361694,5.95989252
3420,2409,66621.26101,5282664.04,10738201.27,0.240642,86635.69026,29054.65222,2641332.02,437140.4493,112782.2359,0.15137,493527.7304,0.301029996,6.285209045
3421,300109,13398.09224,1921727.54,5288639.25,-0.100055,26712.01281,10089.06959,672604.639,174877.2061,45992.70521,0.77016,83401.84097,0.698970004,5.838205752
3422,2428,11725.632,5483110.59,5558051.2,0.181944,76763.54826,58943.43884,3289866.354,863589.9179,230578.5081,0.82759,202257.4832,1.491361694,6.962148796
3423,2466,286790.2905,44578859.38,44578859.38,0.200772,548319.9704,239611.3692,23181006.88,4995506.982,1233890.225,0.86624,1316859.506,0.77815125,4.839615079
3424,2434,29599.15314,11127501.18,12703200.0,0.093426,149293.9742,97365.63533,3783350.401,1017721.258,163853.1225,0.72568,293697.984,0.477121255,5.986068122
3442,300771,74.35166667,1593250.0,6373000.0,0.182375,17260.20833,17127.4375,302717.5,84155.465,16073.69382,0.62668,266455.13,0.477121255,5.502314801
3445,300801,10173.61224,1130100.0,4520400.0,-0.21814,17968.59,8334.4875,192117.0,52255.824,7890.629424,0.31682,37745.34,0.954242509,5.670230625
3447,2497,13492.01595,6572654.22,7449008.87,0.290698,82815.44317,63261.79687,2563335.146,606228.762,145494.9029,1.17783,296470.553,1.477121255,5.406636687
3450,300054,50354.08002,6817226.49,9716535.68,0.234414,113847.6824,54537.81192,2317857.007,385923.1916,62905.48023,1.14002,541696.8642,1.301029996,5.995820034
3452,300045,38913.98322,3851117.31,5731812.93,0.101655,25224.81838,25032.26252,1540446.924,336587.6529,89532.31567,0.74832,83455.19626,1.505149978,5.28
3455,300198,52431.81105,3588282.95,4456289.69,0.016471,53106.58766,22426.76844,1830024.305,511491.7931,104855.8176,0.47682,77584.0035,0.477121255,4.243429795
3456,2337,47171.12443,2127585.32,2130789.02,0.055394,12765.51192,16488.78623,659551.4492,178408.667,40320.35874,0.87862,91410.84896,1.342422681,5.95
3464,2853,10917.6326,910812.2,2836535.79,0.080473,15574.88862,7058.79455,309676.148,79896.44618,14221.56742,0.62429,128126.3216,0.84509804,6.141407363
3466,603358,31350.66261,2036606.13,4638144.0,0.101266,13950.75199,11710.48525,631347.9003,154995.9095,25109.33734,0.47684,88588.5504,1.079181246,4.6
3467,2565,70224.41902,6715300.83,6785004.3,0.022364,96700.33195,44488.868,3827721.473,1006690.747,180197.6438,0.94578,21304.9135,0.954242509,5.374303929
3468,2440,84694.46169,10497838.53,12885600.0,0.027523,160616.9295,99729.46604,4933984.109,878249.1714,218684.0437,1.20598,539520.072,1.301029996,5.919373791
3469,2918,49184.65246,2709021.32,8051763.72,0.118436,47136.97097,17947.26625,1408691.086,420494.2893,91667.75507,0.68253,70936.03837,0.477121255,5.899870316
3470,600519,10254931.74,1486081997.0,1486081997.0,0.04783,20359323.36,14489299.47,653876078.9,157584135.0,42390132.32,0.63574,54316297.0,0.903089987,5.516582468
3475,300443,14183.67437,2230722.05,3330414.66,0.082817,28255.81263,18124.61666,446144.41,86105.87113,14121.36287,0.31753,91253.36168,0.602059991,7.163212559
3476,2340,146306.3686,20087509.16,20208716.96,0.202469,273190.1246,145634.4414,11851630.4,3194014.394,862383.8864,0.7541,645062.2454,1.361727836,6.312384041
3477,2495,13918.68067,2056132.52,2694601.73,0.032258,33720.57333,11051.7123,575717.1056,106219.806,22199.93945,0.7767,119343.9106,0.477121255,5.938892882
3478,2381,28827.822,2650773.27,3486017.08,0.104302,41086.98569,27501.77268,821739.7137,166813.1619,41703.29047,0.2738,38625.06925,1.0,5.699431532
3479,300169,23107.87431,1494199.78,1854850.89,0.138,24504.87639,7844.548845,821809.879,148747.5881,33914.45009,0.67852,64678.65053,1.342422681,6.02534763
